time,seconds_elapsed,z,y,x
1620148740046167000,0.0231669921875,-0.33801264219284055,0.6961604560501873,0.0937894598096609
1620148740056171300,0.033171142578125,0.40984219912886616,0.6085987847141922,0.12533143002092836
1620148740066175000,0.043175048828125,0.6405559115976095,0.4368276750795543,0.2851853073686361
1620148740076179000,0.053178955078125,0.6432891359537839,0.58975913275294,0.25448943259268997
1620148740086183200,0.06318310546875,0.49009647006094453,0.7281354108512401,-0.07486147197782993
1620148740096187100,0.073187255859375,0.4553980816453695,0.7271946959350257,-0.22666502159982918
1620148740106192100,0.083192138671875,0.37855508046150205,0.7041871106393635,0.04314882137477398
1620148740116196400,0.0931962890625,-0.0944394481509924,0.9780859579052775,0.03648673313707113
1620148740126200300,0.103200439453125,-0.773509507060051,1.353939305127412,0.24040683896541595
1620148740136204300,0.113204345703125,-1.601844244763255,1.747627803443372,0.4062731084704399
1620148740146208300,0.123208251953125,-2.1241975553065537,2.3258916556484994,0.8499445119649172
1620148740156212200,0.133212158203125,-1.8469038779705762,2.875570926143229,1.8265695304721592
1620148740166216400,0.143216552734375,-0.9286392784953117,3.073230218011141,2.908382185637951
1620148740176221400,0.153221435546875,0.14670096578598021,3.1545857281833887,3.1881665107458828
1620148740186225400,0.163225341796875,0.9229781839936971,3.1637893175974487,2.934122191572189
1620148740196229000,0.17322900390625,1.2534452331125736,2.829611723522842,2.7332354620903727
1620148740206233300,0.1832333984375,1.5696248136818407,2.349980241113901,2.5273709441959857
1620148740216237300,0.1932373046875,1.675114648157358,2.324250172051787,2.4480443095028397
1620148740226241300,0.2032412109375,1.0017080218374728,2.5691791646167634,2.6689918302386997
1620148740236246300,0.213246337890625,0.024217910933494565,2.1966884987607598,2.932432923310995
1620148740246250500,0.22325048828125,-0.8891519022375345,2.106680603316426,2.9158114588558672
1620148740256254500,0.23325439453125,-1.3702806374669074,2.2547151557937264,2.614732416784763
1620148740266258200,0.243258056640625,-2.04113757930398,2.0631600260198115,2.1897452554941177
1620148740276262400,0.253262451171875,-1.998288617658615,1.732983776541054,1.5733903036952017
1620148740286266400,0.263266357421875,-1.4624842893898486,1.4039803702339528,0.8399579554796218
1620148740296271400,0.273271240234375,-1.6229519147217273,0.9689660281866789,0.29943653556108474
1620148740306275300,0.283275390625,-1.9245143563956022,0.7364511115148663,-0.055397477573156356
1620148740316279300,0.293279296875,-1.262998658877611,0.6993722577035427,0.48050680393874645
1620148740326283300,0.303283203125,-0.33748949510157106,0.36484928425736723,1.8312334306299685
1620148740336287200,0.313287353515625,-0.08729016091823577,-0.004289806148409844,2.3246078994482753
1620148740346291200,0.323291259765625,-0.4970207163661718,-0.31300854931771754,0.07448036370575428
1620148740356295400,0.33329541015625,-1.5609844111084936,-0.8423945349767804,-2.861836123040318
1620148740366300400,0.343300537109375,-1.5671820967048407,-1.8308432622686028,-5.193828872042894
1620148740376304400,0.353304443359375,-0.8991483955949544,-2.8249671125873923,-5.897283430624007
1620148740386308400,0.363308349609375,0.9131716602504253,-3.1992768105641005,-4.553682710289955
1620148740396312300,0.373312255859375,0.0457622187435627,-3.324860169519484,-0.007135258707404136
1620148740406316300,0.38331640625,0.13636954138576984,-3.8715176079750058,2.6120330946981904
1620148740416320300,0.3933203125,1.4866086768209934,-3.4527708023786543,2.8211504769086835
1620148740426325200,0.4033251953125,3.842339444285631,-4.0281753196299075,1.1514964322447776
1620148740436329500,0.41332958984375,10.968272689461708,-4.287923987925052,-3.3762539644092318
1620148740446333400,0.42333349609375,12.166318106913566,-5.497729985797405,-7.257024553897977
1620148740456337200,0.433337158203125,8.962805558475852,-4.992492645227909,-9.050262308132648
1620148740466341400,0.44334130859375,6.141682554095983,-3.0237410876989363,-6.0572916217505925
1620148740476345300,0.453345458984375,5.472817662858962,-1.4894184735447167,-1.8969769456505774
1620148740486350300,0.463350341796875,4.278745240691304,-0.025558511887490747,1.369856274574995
1620148740496354300,0.473354248046875,2.3429943277493117,0.9088168260417878,3.578037934991717
1620148740506358300,0.483358154296875,-0.07840162880271673,0.9961066216338426,5.453444269347191
1620148740516362500,0.493362548828125,-3.579742985343933,0.4368111623361706,7.4694386395663015
1620148740526366200,0.5033662109375,-9.474849656450749,-0.03885368146412074,6.701555740216374
1620148740536370200,0.5133701171875,-9.242209944355487,0.2840528692726046,4.917189274701475
1620148740546375200,0.523375244140625,-3.083061291673779,1.186319031561911,3.8543583833813666
1620148740556379400,0.53337939453125,1.8202081787467002,0.6437839337334036,1.8240034793764353
1620148740566383400,0.54338330078125,3.5775995435744523,-1.6953808988556265,0.30003157884478565
1620148740576387300,0.55338720703125,4.569082523995638,-2.598968445941806,-0.049501989793777464
1620148740586391600,0.5633916015625,5.827496777692437,-1.578395856897533,-0.8251461707949638
1620148740596395300,0.573395263671875,7.394164495134353,-1.0530658686310053,-0.04289572339653969
1620148740606399200,0.583399169921875,8.321016305691003,-0.4089247920230031,1.7482091104626654
1620148740616404200,0.593404296875,8.67800428198874,0.30635606915857644,2.8509622623264788
1620148740626408400,0.603408447265625,9.222159089973568,0.801767925556004,3.7296447929978367
1620148740636412400,0.613412353515625,9.305846842485666,2.111306217290461,3.675389471197128
1620148740646416400,0.62341650390625,7.411829915684462,3.416083285972476,1.383748606327176
1620148740656420400,0.63342041015625,3.0495816313982007,3.637235097108781,-0.8209925582468509
1620148740666424300,0.64342431640625,-0.018118498079851268,4.940149879050255,-1.9436966112494467
1620148740676429300,0.65342919921875,-1.8699878164380788,5.4700949598968025,-2.6179788513600823
